"no_emp","birth_date","first_name","last_name","gender","hire_date","job_title"
88348,"1955-04-16","Moss","Morris","M","1998-05-25","Senior Engineer"
88415,"1959-06-23","Mabhin","Perly","M","1999-04-26","Staff"
88490,"1964-05-23","Duri","Vesel","M","1998-02-28","Engineer"
88504,"1958-12-05","Kristen","Smailagic","M","1998-08-17","Engineer"
88521,"1954-07-11","Mansur","Adachi","M","1998-06-30","Senior Engineer"
88653,"1956-08-30","Martins","Azulay","F","1998-04-22","Staff"
88758,"1954-06-13","Basem","Valette","F","1998-08-27","Assistant Engineer"
88826,"1962-08-25","Francoise","Krogh","M","1999-01-27","Engineer"
88864,"1953-01-25","Cedric","Choobineh","M","1998-07-10","Assistant Engineer"
88911,"1954-01-21","Charlene","Waymire","M","1998-04-08","Staff"
88961,"1954-03-07","Uta","Asser","F","1998-12-02","Technique Leader"
88986,"1961-05-10","Zissis","Milicic","M","1999-05-02","Assistant Engineer"
89037,"1964-01-14","Susanne","Langford","M","1998-02-11","Engineer"
89076,"1961-07-09","Florian","Danner","F","1998-01-22","Senior Engineer"
89188,"1955-11-12","Gudjon","Thisen","M","1998-03-07","Staff"
89267,"1954-04-21","Adam","Chachaty","M","1998-11-07","Engineer"
89341,"1963-01-06","Yinghua","Kroha","M","1998-01-27","Staff"
89348,"1964-08-12","Arve","Rosin","F","1998-07-04","Senior Staff"
89349,"1957-09-26","Tsuneo","Poehlman","M","1998-01-22","Staff"
89414,"1954-12-12","Percy","Schreiter","M","1998-11-09","Staff"
89438,"1958-07-11","Zhilian","Braunschweig","F","1999-01-29","Technique Leader"
89511,"1956-07-22","Kazuhiro","DuBourdieux","M","1999-11-27","Staff"
89549,"1956-05-11","Atilio","Yemenis","F","1999-02-06","Staff"
89555,"1958-11-27","Shim","Fadgyas","F","1998-01-12","Senior Engineer"
89578,"1962-03-02","Subbu","Chinin","M","1998-07-30","Staff"
89592,"1952-09-15","Vitaly","Koblick","F","1998-08-26","Staff"
89601,"1961-01-25","Genevieve","Kamble","M","1998-08-09","Engineer"
89664,"1965-01-20","Pranjal","Rossi","M","1998-07-07","Staff"
89706,"1960-08-02","Shai","Naudin","M","1999-01-24","Staff"
89717,"1960-09-23","Navid","Stafford","M","1998-12-08","Staff"
89737,"1957-02-09","Huiqun","Sundgren","M","1999-04-21","Senior Engineer"
89740,"1954-01-23","Toshimi","Molberg","F","1998-04-09","Staff"
89757,"1963-01-01","Kwangyoen","Delgrossi","F","1998-02-13","Staff"
89797,"1957-09-09","Tomofumi","Luft","F","1998-04-09","Engineer"
89804,"1964-02-14","Moheb","Gecsei","M","1998-03-01","Engineer"
89865,"1964-11-01","Mona","Lally","F","1998-07-14","Engineer"
89870,"1960-11-07","Huei","Swen","F","1999-11-19","Engineer"
89884,"1955-04-22","Tooru","Dayang","F","1998-03-20","Staff"
89964,"1957-04-27","Yefim","Mamelak","F","1999-05-29","Engineer"
90015,"1952-11-17","Tse","Ducloy","M","1999-06-23","Senior Engineer"
90088,"1962-04-04","Ronghao","Anily","M","1998-01-29","Engineer"
90114,"1960-09-10","Tru","Kroon","M","1998-12-22","Senior Staff"
90157,"1954-01-02","Nathalie","Matzat","F","1998-01-05","Staff"
90165,"1952-07-07","Fabrizio","Suessmith","M","1998-04-28","Engineer"
90216,"1959-11-05","Pranas","Swan","M","1998-02-06","Engineer"
90366,"1965-01-26","Magy","Eiron","M","1998-08-03","Senior Staff"
90424,"1963-10-20","Nahum","England","F","1999-04-20","Senior Engineer"
90492,"1963-02-16","Hitomi","Hartvigsen","M","1998-12-11","Staff"
90500,"1963-06-07","Zdislav","Yurov","F","1999-06-02","Engineer"
90609,"1961-06-30","Kayoko","Baez","M","1999-05-03","Staff"
90626,"1955-08-31","Vidar","Muhlberg","F","1999-01-22","Staff"
90726,"1956-11-30","Debatosh","Oxenboll","F","1998-01-08","Senior Engineer"
90800,"1956-05-08","Bernice","Perz","M","1998-12-05","Senior Engineer"
90838,"1960-01-13","Hitofumi","Hempstead","F","1998-07-05","Engineer"
90861,"1963-11-27","Shirish","Hasenauer","F","1999-08-06","Senior Engineer"
90896,"1963-05-24","Youpyo","Radhakrishnan","M","1998-11-17","Senior Engineer"
90961,"1958-08-22","Kristof","Leaver","M","1998-04-28","Engineer"
90992,"1961-12-03","Bluma","Schapiro","F","1998-07-12","Engineer"
90996,"1960-07-03","Dannz","Kamble","F","1999-12-18","Engineer"
91055,"1958-09-30","Fei","Bellmore","M","1998-02-10","Staff"
91333,"1965-01-27","Lobel","Stafford","M","1998-06-18","Staff"
91361,"1964-08-18","Diederik","Kilgore","F","1998-09-25","Engineer"
91363,"1959-10-19","Zhenhua","Heijenga","M","1998-01-17","Engineer"
91536,"1963-12-09","Sarita","Luck","M","1998-11-14","Staff"
91572,"1953-05-13","Aiichiro","Halloran","M","1998-09-15","Staff"
91581,"1962-07-23","Tuval","Lundstrom","M","1998-01-17","Senior Engineer"
91937,"1958-09-09","Rosalyn","Pettis","F","1999-06-29","Staff"
91938,"1955-01-07","Shahid","Pintelas","F","1998-01-10","Assistant Engineer"
91987,"1964-05-15","Remmert","Harnett","M","1998-05-13","Senior Engineer"
92007,"1954-03-21","Arco","Dymetman","M","1998-01-19","Engineer"
92030,"1952-04-25","Vitaly","Zobel","M","1999-11-15","Staff"
92036,"1964-02-19","Munenori","Hockney","M","1998-12-22","Staff"
92252,"1955-06-20","Huan","Sgarro","M","1998-12-16","Staff"
92255,"1957-09-12","Geraldo","Leslie","M","1998-05-13","Engineer"
92343,"1963-10-30","Herbert","Karlin","M","1998-04-13","Senior Staff"
92391,"1954-10-22","Sandeepan","Zallocco","M","1999-08-10","Senior Engineer"
92396,"1952-09-22","Baziley","Couchot","M","1998-11-01","Staff"
92412,"1954-09-29","Ger","Lindenbaum","F","1998-01-21","Staff"
92478,"1957-06-09","Kazuhiro","Perl","M","1998-11-25","Technique Leader"
92499,"1953-04-20","Valery","Jording","M","1999-10-10","Staff"
92558,"1961-09-19","Radhakrishnan","Diderrich","M","1998-01-19","Staff"
92653,"1964-08-17","Martijn","Fortenbacher","F","1999-09-21","Engineer"
92708,"1958-06-23","Siamak","Krohn","M","1998-01-22","Engineer"
92778,"1957-12-24","Gudjon","Granlund","M","1998-02-28","Technique Leader"
92814,"1964-07-28","Parviz","Godskesen","F","1999-02-16","Engineer"
92997,"1962-01-28","Richard","Demos","M","1999-08-07","Senior Staff"
93005,"1952-12-17","Yurij","Munos","F","1998-11-01","Staff"
93009,"1964-11-03","Miyeon","Penttonen","M","1999-01-14","Senior Staff"
93028,"1964-03-07","Claudi","Chinin","M","1999-02-06","Staff"
93046,"1955-11-06","Teunis","Koblitz","M","1998-09-13","Senior Engineer"
93097,"1963-02-14","Masaki","Saoudi","F","1998-12-13","Engineer"
93098,"1958-04-11","Hatim","Falck","M","1998-01-05","Engineer"
93122,"1957-11-20","Nobuyoshi","Greibach","F","1999-12-10","Staff"
93148,"1955-06-14","Chrisa","Wallrath","M","1998-06-05","Engineer"
93187,"1959-07-20","Xuedong","Showalter","F","1998-03-16","Staff"
93188,"1963-06-15","Roded","Angot","M","1999-01-04","Engineer"
93223,"1960-10-10","Vishwani","Templeman","F","1999-01-08","Staff"
93275,"1958-04-24","Brewster","Iisaka","F","1998-04-28","Staff"
93304,"1958-05-12","Leucio","Benveniste","M","1998-06-11","Staff"
93320,"1959-07-13","Hidde","Cichocki","F","1998-06-13","Staff"
93353,"1964-09-09","Wanqing","Keustermans","M","1998-05-28","Engineer"
93441,"1953-10-10","Yunming","Valette","M","1998-05-10","Staff"
93483,"1964-01-16","Claudi","Hellwagner","F","1998-03-14","Assistant Engineer"
93517,"1958-03-23","Nikolaos","Demos","F","1998-06-13","Senior Engineer"
93621,"1953-03-10","Yishai","Goodrum","M","1998-08-30","Engineer"
93816,"1958-10-22","Sushant","Rothe","F","1998-11-17","Technique Leader"
93852,"1958-12-02","Elliott","Srimani","F","1998-02-07","Staff"
93876,"1960-12-08","Baziley","Gulak","F","1998-03-18","Engineer"
93913,"1958-06-17","Goncalo","Trogemann","F","1998-04-23","Staff"
93916,"1957-08-14","Rosalie","Rousseau","F","1998-11-07","Engineer"
94050,"1953-09-17","LiMin","Fraisse","M","1998-01-19","Staff"
94146,"1962-08-22","Utz","Chenney","M","1998-07-15","Engineer"
94212,"1964-07-06","Joydip","Mayerwieser","M","1999-02-14","Senior Engineer"
94325,"1957-11-05","KayLiang","Krychniak","M","1999-08-23","Engineer"
94443,"1958-08-03","Dinah","Merks","M","1998-05-20","Engineer"
94485,"1958-10-02","Jaber","Awdeh","M","1998-10-30","Staff"
94491,"1959-02-16","Pranav","Maraist","F","1998-03-11","Senior Engineer"
94550,"1952-10-29","Udi","Gimbel","M","1998-01-25","Staff"
94646,"1956-05-08","Mahendra","Kawashimo","F","1999-01-31","Staff"
94727,"1959-03-09","Yuuichi","Hardjono","M","1998-06-07","Senior Engineer"
94798,"1953-05-13","Youpyo","Kossowski","M","1999-06-04","Staff"
94805,"1954-09-09","Guozhong","Lunt","M","1998-10-10","Engineer"
94812,"1955-10-11","Koichi","Roisin","F","1998-01-22","Staff"
94955,"1953-01-21","Jaber","Honiden","F","1998-05-15","Senior Engineer"
94975,"1954-12-22","Sarita","Petersohn","M","1998-08-15","Senior Engineer"
94994,"1952-11-10","Hairong","Caine","F","1999-01-16","Engineer"
94999,"1952-12-16","Thodoros","Krogh","M","1998-09-09","Senior Engineer"
95041,"1952-05-21","Menkae","Underwood","M","1998-06-06","Staff"
95097,"1957-05-03","Mohit","Melichar","M","1998-06-10","Assistant Engineer"
95111,"1955-06-21","Maik","Matzke","F","1998-01-15","Staff"
95156,"1955-12-07","Zhigen","Katiyar","M","1998-05-08","Senior Staff"
95189,"1953-01-04","Rayond","Speek","M","1998-05-16","Staff"
95268,"1963-08-22","Tse","Falck","M","1998-10-14","Staff"
95357,"1955-08-10","Aria","Karunanithi","M","1998-05-22","Engineer"
95438,"1954-02-20","Bluma","Mersereau","M","1998-06-03","Assistant Engineer"
95440,"1963-10-01","Hsiangchu","Dulay","M","1998-12-22","Engineer"
95521,"1955-11-11","Yuichiro","Savasere","M","1998-07-03","Engineer"
95634,"1954-10-30","Ottavia","Templeman","F","1998-02-25","Staff"
95637,"1960-04-27","Tadahiko","Braunschweig","F","1998-03-15","Assistant Engineer"
95677,"1958-06-13","Denis","Poujol","F","1998-06-08","Engineer"
95818,"1964-04-03","Chenxi","Bael","M","1998-11-08","Senior Staff"
95844,"1955-03-14","Perla","Chenney","F","1998-07-28","Staff"
95861,"1959-02-26","Lobel","Ernst","F","1998-11-23","Staff"
95870,"1955-10-07","Manibrata","Bennet","M","1999-02-10","Assistant Engineer"
95894,"1962-07-02","Fuqing","Gurbaxani","F","1998-05-22","Staff"
95911,"1956-05-01","Mariusz","Vrecion","M","1999-02-12","Engineer"
95915,"1955-03-08","Ung","Marsiglia","F","1998-12-20","Engineer"
95952,"1956-01-06","Vasilis","Schneeberger","M","1998-01-22","Staff"
95977,"1955-02-06","Hirochika","Gladwell","M","1998-06-11","Engineer"
96017,"1952-05-17","Shem","Morrow","M","1998-10-10","Engineer"
96158,"1960-05-24","Chikako","Ecklund","M","1998-06-07","Senior Staff"
96160,"1959-02-17","Noritoshi","Encarnacion","M","1998-06-22","Staff"
96199,"1959-06-13","Bluma","Sadowski","F","1999-05-09","Engineer"
96218,"1960-03-05","Debaprosad","Shihab","F","1998-09-23","Senior Engineer"
96382,"1960-11-25","Chuanti","Radhakrishnan","M","1999-07-22","Senior Staff"
96489,"1958-06-17","Mart","Braunmuhl","M","1998-04-17","Staff"
96519,"1962-05-06","Rajmohan","Angiulli","F","1999-02-13","Staff"
96636,"1959-07-17","Poornachandra","Walstra","M","1998-10-28","Engineer"
96654,"1964-07-31","Lijie","Veldwijk","F","1998-02-02","Engineer"
96687,"1961-02-20","Shugo","Serot","F","1998-03-22","Staff"
96696,"1959-10-21","Florina","Luck","F","1998-07-09","Assistant Engineer"
96736,"1953-04-17","Filipp","Adachi","M","1998-07-03","Senior Staff"
96761,"1958-02-27","Murthy","Markovitch","F","1998-10-27","Staff"
96796,"1961-06-23","Valeri","Bail","M","1998-12-03","Senior Engineer"
96798,"1959-05-24","Jinya","Siochi","M","1999-02-25","Engineer"
96879,"1959-12-08","Padma","Oxenboll","M","1998-02-21","Engineer"
96942,"1959-06-08","Lokesh","Socorro","M","1998-08-29","Engineer"
97010,"1959-04-09","Marin","Veccia","M","1999-04-23","Staff"
97027,"1952-08-25","Mountaz","Georgatos","M","1998-05-25","Staff"
97079,"1963-12-18","Naftaly","Khalid","M","1998-07-08","Engineer"
97106,"1957-06-11","Herbert","Speek","M","1998-04-11","Staff"
97172,"1956-03-22","Keung","Champarnaud","M","1998-12-18","Staff"
97256,"1952-08-31","Gianluca","Kermarrec","M","1999-01-24","Engineer"
97318,"1961-12-26","Rosalie","Facello","M","1999-03-07","Staff"
97397,"1964-03-02","Zhiguo","Gniady","M","1998-12-04","Senior Staff"
97454,"1961-05-28","Xinyu","Bugrara","F","1999-01-11","Staff"
97526,"1959-08-10","Sudhanshu","Zongker","M","1999-01-10","Engineer"
97528,"1962-10-26","Boutros","Panangaden","F","1998-10-12","Engineer"
97559,"1961-11-13","Zhaofang","Mawatari","F","1999-01-29","Staff"
97659,"1954-05-26","Aruna","Greenaway","M","1998-06-05","Senior Staff"
97710,"1962-11-10","Reinhard","Cyne","M","1999-11-02","Senior Engineer"
97778,"1962-09-22","Huan","Couchot","F","1998-01-29","Staff"
97851,"1962-11-22","Dekang","Quittner","M","1999-08-04","Engineer"
97936,"1960-01-01","Ramalingam","Solovay","M","1999-10-03","Engineer"
98031,"1954-04-09","Masaki","Petersohn","F","1998-02-27","Engineer"
98040,"1954-08-15","Ortrun","Pettis","F","1999-09-01","Engineer"
98042,"1958-07-16","Faiza","Babb","M","1998-04-28","Senior Staff"
98136,"1952-07-29","Hausi","Mellouli","M","1998-09-06","Staff"
98158,"1953-06-03","Tze","Leivant","F","1998-02-18","Engineer"
98208,"1963-03-08","Maria","Zeilberger","F","1999-04-06","Technique Leader"
98257,"1960-11-22","Avishai","Businaro","M","1998-03-13","Staff"
98258,"1955-09-16","Giri","Pero","M","1999-01-20","Engineer"
98406,"1963-03-25","Steen","Plump","M","1998-01-18","Technique Leader"
98722,"1960-02-01","Jeanna","Kakkar","F","1998-11-24","Staff"
98869,"1953-03-06","Lucian","Swen","M","1998-07-22","Staff"
99041,"1955-01-02","Navin","Msuda","M","1998-12-22","Senior Staff"
99051,"1962-05-24","Susanna","Swift","M","1999-06-23","Staff"
99075,"1961-08-14","Filipp","Covnot","M","1999-01-02","Engineer"
99078,"1958-02-21","Honesty","Zwicker","M","1999-03-06","Senior Engineer"
99196,"1954-01-27","Achilleas","Ambroszkiewicz","M","1998-01-03","Staff"
99304,"1961-12-04","Noritoshi","Guardalben","M","1998-12-09","Staff"
99331,"1953-10-21","Jongsuk","Zeidenstein","F","1998-02-28","Staff"
99353,"1956-01-07","Arto","Merey","F","1999-06-12","Engineer"
99361,"1959-08-07","Nevin","Brender","M","1998-10-16","Engineer"
99448,"1959-09-27","Masaki","Rabejac","M","1998-05-22","Engineer"
99474,"1956-06-11","Fuqing","Bamford","M","1999-04-21","Senior Staff"
99616,"1952-12-03","Peternela","Bierman","M","1998-08-09","Staff"
99776,"1962-08-01","Saniya","Gronowski","M","1999-03-01","Engineer"
99861,"1953-01-20","IEEE","Waeselynck","F","1999-06-06","Senior Engineer"
99909,"1954-01-23","Stafford","Coorg","F","1999-03-08","Staff"
99911,"1958-08-24","Mahmut","Zallocco","M","1998-08-23","Senior Staff"
99941,"1963-10-23","Isaac","Serov","F","1998-06-24","Senior Staff"
99948,"1960-06-04","Rosine","Erdi","M","1999-08-26","Staff"
99962,"1963-03-29","Masako","Ranft","M","1999-04-22","Staff"
99967,"1959-05-20","Zito","Randt","M","1998-04-17","Engineer"
100055,"1963-12-01","Gladys","Versino","F","1998-08-22","Staff"
100170,"1952-11-28","Alagu","Fiutem","F","1998-10-13","Staff"
100195,"1953-12-10","Pasqua","Rusmann","F","1998-08-20","Staff"
100199,"1962-11-16","Vasiliy","Veccia","M","1999-01-08","Engineer"
100233,"1964-08-24","Almudena","Stentiford","M","1999-07-23","Staff"
100367,"1956-07-01","Yucai","Maraist","F","1998-03-16","Engineer"
100377,"1962-08-26","Chiranjit","Luders","F","1999-04-17","Engineer"
100407,"1964-11-09","Inderjeet","Rubsam","F","1998-06-10","Staff"
100515,"1955-07-14","Phuoc","Bratten","M","1998-04-02","Senior Engineer"
100563,"1960-09-20","Shahaf","Jonsson","M","1998-07-19","Staff"
100578,"1957-12-11","Bojan","Schapire","F","1998-04-12","Staff"
100585,"1952-10-18","Ekawit","Diderrich","F","1998-07-11","Senior Staff"
100604,"1962-11-07","Tsutomu","Nitsche","M","1998-08-26","Engineer"
100768,"1958-12-02","Steen","Soicher","F","1998-02-23","Senior Engineer"
100778,"1954-11-22","Malu","Perly","M","1998-08-19","Senior Engineer"
100936,"1963-09-15","Masanao","Schonegge","F","1999-04-27","Engineer"
100943,"1953-02-24","Tuval","Merkl","F","1999-12-10","Engineer"
100956,"1961-10-30","Armond","Gruenwald","F","1998-06-13","Senior Staff"
100996,"1957-08-30","Steve","Camurati","M","1999-03-02","Engineer"
101089,"1956-04-25","Hirochika","Cmelik","M","1998-12-09","Staff"
101113,"1956-09-10","Vugranam","Raczkowsky","F","1999-02-04","Engineer"
101217,"1956-02-07","Utpal","Colorni","F","1998-02-11","Staff"
101238,"1961-09-21","Khue","Grandbois","M","1998-03-28","Senior Engineer"
101268,"1957-06-28","Jongsuk","DiGiano","M","1998-09-26","Technique Leader"
101333,"1957-10-24","Along","Braunschweig","F","1999-05-07","Staff"
101358,"1964-12-14","Amstein","Katalagarianos","M","1999-02-03","Engineer"
101365,"1953-01-18","Fumitake","Solovay","F","1999-10-28","Staff"
101381,"1953-10-18","Munehiko","Menhoudj","M","1998-07-20","Staff"
101495,"1961-03-17","Juichirou","Facello","M","1999-04-23","Engineer"
101496,"1952-05-25","Akeno","Anguita","F","1998-06-29","Engineer"
101615,"1962-01-04","Shigehito","Berztiss","F","1998-03-21","Senior Staff"
101661,"1956-08-06","Ortrun","Rahier","F","1998-04-18","Assistant Engineer"
101680,"1960-03-09","Radhia","Narwekar","M","1998-12-03","Engineer"
101682,"1956-02-26","Marek","Navazio","M","1999-09-23","Engineer"
101860,"1956-05-27","Jouni","Hellwagner","F","1998-08-14","Staff"
101941,"1955-03-02","Oscal","Litzkow","M","1999-03-07","Senior Staff"
102117,"1952-02-18","Guoxiang","Rettelbach","F","1998-09-24","Technique Leader"
102256,"1964-10-22","Djelloul","Pettis","M","1998-08-27","Staff"
102308,"1960-07-30","Kerhong","Ossenbruggen","F","1998-03-06","Engineer"
102324,"1964-03-26","Karoline","Flasterstein","M","1998-08-26","Staff"
102329,"1957-06-01","Salvador","Ranon","F","1999-09-17","Technique Leader"
102343,"1962-10-30","Indrajit","Nannarelli","M","1998-01-12","Staff"
102356,"1961-11-18","Subhash","Claffy","M","1999-02-12","Technique Leader"
102408,"1956-05-08","Reinhold","Munos","M","1998-11-02","Staff"
102424,"1959-09-23","Eishiro","Onuegbe","F","1998-03-31","Senior Engineer"
102425,"1956-10-15","Leucio","Bierman","M","1998-01-20","Staff"
102528,"1963-01-08","Gully","Casperson","M","1998-03-05","Technique Leader"
102642,"1954-06-11","Prasadram","Zongker","M","1998-06-23","Engineer"
102717,"1959-02-12","Babette","Bennis","F","1998-07-23","Staff"
102768,"1954-07-31","Gretta","Conti","F","1998-08-10","Staff"
102773,"1962-10-05","Hein","Atrawala","F","1998-04-26","Staff"
102826,"1954-06-06","Guozhong","Picco","F","1998-06-05","Staff"
102894,"1954-04-29","Uriel","Lanzelotte","F","1998-09-23","Engineer"
103053,"1962-04-20","Duri","Delgrossi","F","1998-06-17","Engineer"
103068,"1961-05-11","Pintsang","Schmiedel","M","1998-06-23","Assistant Engineer"
103099,"1962-11-18","Hisao","Hatcliff","M","1998-03-23","Staff"
103101,"1952-12-02","Janche","Falco","M","1999-04-21","Engineer"
103124,"1954-07-17","Ult","Dalton","M","1998-02-18","Staff"
103168,"1952-08-09","Fumitaka","Vickson","M","1999-04-08","Engineer"
103169,"1954-05-26","Zhenhua","Parascandalo","M","1998-07-17","Staff"
103182,"1964-06-23","Isaac","Pusterhofer","M","1998-05-09","Senior Engineer"
103200,"1956-06-28","Weicheng","Suwa","M","1998-05-25","Staff"
103208,"1952-10-28","Charmane","Cannard","M","1999-01-31","Staff"
103249,"1958-12-19","Rance","Junet","M","1998-02-14","Staff"
103297,"1957-09-30","Theron","Ranum","F","1999-05-01","Staff"
103317,"1962-06-09","Aram","Werthner","F","1998-08-14","Staff"
103396,"1957-08-31","Otilia","Kalafatis","F","1998-08-14","Engineer"
103429,"1958-10-21","Kristina","Siksek","F","1998-04-01","Staff"
103441,"1961-03-21","Udi","Foote","M","1998-05-01","Assistant Engineer"
103443,"1959-12-02","Mari","Dalton","M","1998-10-16","Staff"
103512,"1952-03-14","Youjian","Bach","M","1999-02-23","Staff"
103527,"1964-01-07","Yuchang","Leonhardt","M","1998-12-14","Staff"
103542,"1955-02-22","Dmitry","Farrow","M","1998-01-13","Technique Leader"
103548,"1961-07-31","Arun","Zaiane","M","1998-09-09","Engineer"
103613,"1958-10-15","Domenick","Vandervoorde","M","1998-07-23","Engineer"
103638,"1964-10-30","Tesuya","Heijenga","M","1999-07-29","Staff"
103687,"1952-11-04","Shirish","Stenning","M","1998-08-20","Senior Engineer"
103725,"1960-02-26","Qiwen","Marrakchi","F","1998-06-19","Senior Staff"
103785,"1955-04-30","Heejo","Kropatsch","M","1999-02-25","Staff"
103814,"1955-03-07","Arco","Brlek","M","1998-08-20","Staff"
103834,"1962-05-05","Sachar","Binkley","M","1998-10-30","Assistant Engineer"
103871,"1955-10-14","Lakshmi","Jumpertz","F","1998-11-20","Engineer"
103900,"1956-07-24","Sreenivas","Murillo","M","1998-01-04","Assistant Engineer"
103912,"1952-10-02","Kankanahalli","Ibel","M","1999-07-23","Senior Staff"
104063,"1963-09-06","Bilhanan","Lunt","F","1998-03-26","Assistant Engineer"
104085,"1953-05-20","Subir","Ranze","M","1998-06-28","Senior Engineer"
104117,"1953-10-27","Prasadram","Raczkowsky","F","1998-12-24","Staff"
104141,"1963-12-06","Mingsen","Porotnikoff","M","1998-12-14","Engineer"
104149,"1962-02-17","Arch","Krogh","M","1998-06-23","Staff"
104186,"1963-08-16","Kenroku","Narahari","M","1998-08-10","Engineer"
104252,"1963-03-09","Bangqing","Collette","F","1998-04-17","Engineer"
104268,"1960-07-05","Vasiliy","Nourani","M","1999-09-25","Staff"
104333,"1953-02-15","Aiichiro","Syrotiuk","M","1998-03-12","Senior Staff"
104350,"1961-01-22","Bodo","Lindenbaum","M","1999-02-24","Senior Engineer"
104451,"1957-09-05","Chinhyun","Bain","F","1998-04-14","Senior Engineer"
104475,"1954-07-02","Aksel","Luks","M","1998-07-06","Technique Leader"
104500,"1953-02-03","Henk","Kieras","F","1998-07-15","Assistant Engineer"
104538,"1963-04-29","Marko","Klyachko","F","1999-08-12","Senior Staff"
104569,"1955-06-22","Szabolcs","Peris","M","1999-10-19","Staff"
104617,"1955-03-13","Boguslaw","Solares","M","1998-10-29","Engineer"
104639,"1960-06-19","Theron","Escriba","F","1999-09-14","Senior Engineer"
104653,"1959-07-17","Herb","Belinskaya","M","1999-03-06","Engineer"
104659,"1955-03-24","Subhash","Lieblein","M","1998-07-20","Engineer"
104853,"1960-01-06","Tremaine","Cullers","M","1998-11-24","Engineer"
104871,"1961-01-13","Barna","Perelgut","F","1998-01-13","Staff"
104954,"1954-03-07","Torsten","Veccia","M","1999-07-27","Assistant Engineer"
105048,"1962-01-27","Frederique","Veccia","M","1998-04-20","Engineer"
105066,"1963-01-29","Sashi","Staelin","M","1999-01-20","Staff"
105092,"1953-06-28","Rasikan","Bernini","F","1998-11-04","Engineer"
105200,"1957-11-07","Mrinalini","Mahnke","F","1999-10-06","Technique Leader"
105260,"1958-06-07","Bernt","Ratnaker","F","1998-08-19","Engineer"
105277,"1962-01-16","Honesty","Aloia","M","1999-01-19","Staff"
105345,"1954-03-25","Yucai","Schauser","M","1998-04-25","Staff"
105403,"1957-09-09","Youjian","Seiwald","F","1998-09-14","Senior Engineer"
105411,"1959-09-12","Eirik","Rossi","M","1999-07-16","Engineer"
105435,"1953-03-17","Spyrose","Coney","M","1999-06-30","Engineer"
105452,"1955-02-13","Juyoung","Welham","M","1998-09-13","Staff"
105516,"1953-04-05","Eishiro","Hebert","F","1998-06-05","Engineer"
105652,"1961-06-10","Arlette","Comyn","F","1998-09-01","Senior Engineer"
105669,"1959-01-30","Basem","Michaels","M","1998-08-24","Staff"
105856,"1961-10-14","Yuqun","Gubsky","M","1998-02-13","Staff"
105885,"1954-02-20","Stamatina","Basawa","F","1999-10-04","Engineer"
105909,"1953-07-11","Freyja","Kieras","F","1998-11-21","Staff"
105941,"1958-03-27","Xinyu","Conde","F","1998-08-28","Staff"
105953,"1964-02-14","Mahendra","Shobatake","M","1998-07-08","Staff"
105982,"1952-08-12","Jeong","Percebois","F","1999-03-07","Engineer"
106024,"1953-07-26","Sverrir","Cummings","F","1998-09-25","Staff"
106065,"1954-05-11","Premal","Hmelo","F","1998-02-23","Staff"
106366,"1957-07-19","Matk","Thiria","M","1999-03-26","Senior Engineer"
106379,"1959-07-15","Jordanka","Cappelletti","F","1998-10-05","Senior Engineer"
106388,"1959-08-06","Nikolaos","Emiris","M","1998-04-22","Staff"
106507,"1961-01-15","Saeed","Vendrig","M","1999-03-30","Staff"
106580,"1959-04-22","Lene","Birta","M","1999-06-18","Staff"
106631,"1954-08-03","Phuoc","Raoux","M","1998-02-01","Engineer"
106683,"1962-01-11","Xiahua","Ferretti","M","1998-12-28","Staff"
106688,"1958-05-15","Rafols","Jeansoulin","F","1998-11-18","Staff"
106698,"1954-02-18","Xiaoqiang","Haddadi","M","1998-03-23","Technique Leader"
106704,"1956-08-31","Teiji","Munawer","F","1998-08-02","Staff"
106806,"1963-07-07","Shaunak","Danecki","M","1998-01-14","Senior Engineer"
106921,"1958-11-17","Jaber","Schlumberger","M","1998-10-30","Technique Leader"
106944,"1956-04-18","Sergi","Wixon","F","1998-09-10","Assistant Engineer"
106947,"1953-05-14","Mohua","Serra","F","1998-09-18","Engineer"
107004,"1959-02-12","Yuriy","Peac","F","1998-02-17","Engineer"
107022,"1964-10-14","Pranay","Basagni","M","1998-12-27","Engineer"
107028,"1961-01-27","Gro","Rande","F","1998-12-03","Staff"
107056,"1958-07-18","Xumin","Pesch","F","1998-12-19","Staff"
107071,"1959-12-26","Jiafu","Cooley","F","1998-09-18","Staff"
107174,"1960-05-12","Adib","Perez","M","1998-08-18","Senior Engineer"
107178,"1955-12-30","Martins","Linnainmaa","M","1999-04-21","Senior Engineer"
107196,"1961-05-11","Toney","Improta","M","1998-02-03","Technique Leader"
107220,"1956-03-12","Vishu","Vieth","M","1998-06-09","Staff"
107222,"1957-12-12","Shaz","Pramanik","M","1998-02-24","Engineer"
107259,"1958-12-19","Gilbert","Hagimont","M","1999-09-20","Engineer"
107571,"1958-08-13","Shalesh","Jarecki","F","1999-05-24","Engineer"
107664,"1963-03-25","Sugwoo","Renear","F","1998-11-05","Senior Staff"
107729,"1963-08-02","Persi","Perna","M","1998-08-28","Senior Staff"
107817,"1953-08-03","Marsha","Velasco","F","1999-09-22","Staff"
107836,"1957-09-08","Sibyl","Gyimothy","M","1998-10-23","Engineer"
107903,"1957-04-30","Ortrud","Merey","M","1998-05-19","Senior Engineer"
